person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Olga Dumitrescu,olgadumitrescu,olgadumitrescu@post.ro,6521011360030,1959-10-15,"Strada Anda Georgescu Nr. 515 Bl. 45  Sc. 25 Ap. 702, Rosu, 319699",0751 813 161,8c:9f:8f:f6:34:76,169.213.18.58,RO39SOZV7066169764128052,2025-04-04 17:16:32,31319,7,78,714380,6a42e96f-5a38-4e25-a27e-3891f30ceca1
Iolanda Florea,iolandaflorea,iolandaflorea@post.ro,4140908234771,1926-04-12,"Drumul Severin Tabacu Nr. 14, Hateg, 184211",0724 309 705,ba:12:f7:df:5f:d8,45.146.130.21,RO41IBHT5943979499614361,2025-04-04 17:16:32,11887,451,200,579593,ee223ad0-58fc-4ad4-b86b-f2789f368ef7
Veta Preda,vetapreda,vetapreda@kappa.ro,3860703012676,1923-12-30,"Aleea Mihaela Georgescu Nr. 338, Targu Lapus, 751432",0786 203 292,38:72:7d:84:8c:1e,30.23.136.66,RO07PVRT2042659557439579,2025-04-04 17:16:32,34271,608,703,1978865,3924d430-a87e-47bf-84c4-614328f89e9b
Ștefan Diaconescu,ștefandiaconescu,ștefandiaconescu@141.ro,5740129254375,1921-12-26,"Soseaua Nistor, Iernut, 648935",0247 494 147,d8:7a:01:fc:47:ef,145.146.83.47,RO49IHFU9044966074459219,2025-04-04 17:16:32,2385,765,707,755754,f7860b73-2878-44b1-8acc-89e3de4704d1
Viorica Popa,vioricapopa,vioricapopa@post.ro,7520718044078,2021-05-24,"Drumul Oprea Nr. 84, Seini, 339577",0763 806 021,10:6f:e9:ae:0a:fa,19.184.106.178,RO72VOPT0851445994755584,2025-04-04 17:16:32,29020,185,551,286468,1b3067c0-3f4d-496a-86ce-f530dd23ec94
Janeta Diaconescu,janetadiaconescu,janetadiaconescu@acasa.ro,8010221520685,1919-10-06,"Intrarea Edmond Nistor, Ploiesti, 899450",0266 480 220,be:a5:35:3a:51:83,171.168.220.209,RO10TLWE2811391132239835,2025-04-04 17:16:32,23959,469,342,175455,50fd0c06-40cb-42c6-9a91-e860a54e8d93
Silviu Ardelean,silviuardelean,silviuardelean@zzup.ro,7251110461174,1988-06-24,"Soseaua Tomescu, Oravita, 746864",0263 464 855,04:07:73:19:64:5f,200.155.2.222,RO06NHQG6046848123290597,2025-04-04 17:16:32,10391,863,397,1664998,288b10fa-3177-44f3-ad50-c7f5e3744fa0
Ivan Ardelean,ivanardelean,ivanardelean@141.ro,4520112035570,1940-05-24,"Drumul Pop Nr. 462 Bl. 47  Sc. 15 Ap. 703, Glina, 385159",0748 059 697,ce:06:20:09:e3:30,111.174.93.222,RO06NVEW4132154838179734,2025-04-04 17:16:32,18375,561,337,1854163,c79c9b39-67c0-4511-992f-c99e85d1518b
Iancu Georgescu,iancugeorgescu,iancugeorgescu@acasa.ro,4020229428274,1912-05-19,"Intrarea Stancu, Fagaras, 161555",0737 569 803,38:80:7a:b2:bd:d2,19.0.17.246,RO63BJBL4232097976071807,2025-04-04 17:16:32,34383,51,250,1109698,da85da6b-3aac-4e45-ba1e-b2130414b31c
Stancu Mocanu,stancumocanu,stancumocanu@141.ro,7650905285830,1952-12-06,"Bulevardul Dochioiu Nr. 88, Pitesti, 515544",0735 330 655,ea:d8:07:43:28:1f,38.205.74.43,RO52LWCC8518881000706003,2025-04-04 17:16:32,33024,555,556,1217824,101a0053-2438-4856-af58-943e1a601d67
Alexandrina Dochioiu,alexandrinadochioiu,alexandrinadochioiu@acasa.ro,7590529158067,1928-03-17,"Aleea Niță, Targu Secuiesc, 980075",0761 578 085,98:7f:26:fe:a7:40,176.112.194.117,RO39GGMC9622126304304473,2025-04-04 17:16:32,12294,944,295,160378,839087a6-66f4-42eb-98ec-efd5d73951b3
Eufrosina Albu,eufrosinaalbu,eufrosinaalbu@141.ro,7780501214665,1957-04-21,"Bulevardul Nemeș Nr. 487 Bl. 64  Sc. 57 Ap. 385, Aiud, 909348",0260 289 444,0c:74:86:0b:f7:e6,153.130.101.87,RO68NAZG6631946153849439,2025-04-04 17:16:32,24020,575,384,1343311,086b520f-5a3a-4b7d-8227-3dbaa48ae196
Draga Pop,dragapop,dragapop@email.ro,4291127226281,1965-08-09,"Bulevardul Preda Nr. 74 Bl. 82  Sc. 64 Ap. 341, Sighetu Marmatiei, 130940",0747 220 232,9c:5f:e9:ea:58:e1,35.189.109.16,RO36UJNS4288277868776486,2025-04-04 17:16:32,17693,532,755,455707,0b6c80e0-2635-44a7-ab6a-12b5b2d4886c
Mugurel Oprea,mugureloprea,mugureloprea@gmail.com,5280712292141,1929-01-26,"Drumul Oprea, Balan, 458041",0245 614 150,68:01:00:64:aa:01,109.28.79.197,RO94NBRA6624662582004505,2025-04-04 17:16:32,30440,77,9,808549,7e9c8cae-4362-464a-be96-73a9641ea005
Ștefana Nistor,ștefananistor,ștefananistor@kappa.ro,6061201443911,2025-02-10,"Intrarea Diaconescu Nr. 914 Bl. 69  Sc. 10 Ap. 889, Stei, 804826",0726 157 420,2e:8a:72:ea:d1:10,53.232.169.21,RO33QNQH0248421532312669,2025-04-04 17:16:32,52,927,544,546500,5e265ca1-5976-4021-b063-30a7c05bc11e
Sebastian Oprea,sebastianoprea,sebastianoprea@gmail.com,2160125400698,1954-06-19,"Bulevardul Diaconescu, Siria, 346880",0720 600 332,d4:16:d1:a1:e2:cd,218.148.202.114,RO98DOTU2932069663642070,2025-04-04 17:16:32,687,521,91,1426137,e043df3d-46fb-4837-964a-e919dc762b28
Claudia Manole,claudiamanole,claudiamanole@kappa.ro,3660313150682,1971-02-24,"Bulevardul Dima, Vlahita, 438605",0263 355 443,7c:9e:a6:6e:a2:86,36.205.61.199,RO29EXGR9670481033096966,2025-04-04 17:16:32,950,251,149,607561,d33f2de0-e86c-4df3-9042-efbd1027d952
Livia Suciu,liviasuciu,liviasuciu@acasa.ro,7510608095618,1931-11-23,"Strada Pușcașu Nr. 18 Bl. 12  Sc. 98 Ap. 311, Curcani, 885853",0255 614 249,76:23:09:05:df:a7,211.241.253.124,RO03CAYU0207052540039474,2025-04-04 17:16:32,25193,423,283,1900251,3b64bb6d-eb64-4ea9-be45-f4b7778759f8
Ianis Ioniță,ianisioniță,ianisioniță@gmail.com,2140909146945,1926-07-24,"Intrarea Mocanu Nr. 20, Jimbolia, 270111",0744 539 129,92:21:83:d0:5d:ce,168.146.219.57,RO83LXXI4084471320578700,2025-04-04 17:16:32,34050,444,99,1577210,866acde0-faff-4752-95e2-c3f1b590f3db
Astrid Nemeș,astridnemeș,astridnemeș@gmail.com,2391210039690,1987-11-06,"Bulevardul Dochioiu Nr. 25, Valea Mare (Negresti), 101525",0233 590 027,9c:ec:02:af:41:02,70.129.112.247,RO85BKTJ3851615633461187,2025-04-04 17:16:32,25760,117,424,271164,6cf3907c-f4f1-4b9f-a0b2-cd63e86dc624
Emanoil Dinu,emanoildinu,emanoildinu@kappa.ro,1770531185249,1933-06-06,"Soseaua Stoica Nr. 66 Bl. 92  Sc. 24 Ap. 192, Busteni, 355616",0257 133 878,62:40:5b:b0:55:e1,113.168.219.187,RO05WYBI8819293813835606,2025-04-04 17:16:32,9590,764,55,1422973,3a805c79-942c-443a-be65-d8af48445e70
Anghelina Dima,anghelinadima,anghelinadima@kappa.ro,6120531151741,1939-03-08,"Drumul Georgescu, Buhusi, 243432",0721 759 292,48:b6:b6:59:37:a5,75.176.161.19,RO16LUZW4518375198887432,2025-04-04 17:16:32,35203,464,21,340687,2f489e0b-d95b-4c1f-bf59-c2adf21d68a4
Emanuil Ionescu,emanuilionescu,emanuilionescu@141.ro,2170530277048,2021-08-22,"Aleea Olimpiu Florea Nr. 53, Magurele, 204278",0250 068 325,24:34:81:3d:d1:21,65.19.121.7,RO02FTVK8525049604225410,2025-04-04 17:16:32,30058,722,399,624238,9537ea8a-054a-4e30-abe8-e59ab539e4d5
Anton Nistor,antonnistor,antonnistor@gmail.com,4370729396187,2024-10-03,"Intrarea Dochioiu Nr. 30 Bl. 14  Sc. 51 Ap. 129, Moldova Veche, 360804",0765 076 324,d0:1f:25:46:61:15,215.93.18.45,RO32OXIY8226050214180830,2025-04-04 17:16:32,7257,776,595,1691441,ebba6cdb-0699-4fe8-9540-d61e70bb862c
Ovidiu Tudor,ovidiutudor,ovidiutudor@kappa.ro,3621131080184,2014-01-19,"Aleea Mirona Dinu Nr. 900 Bl. 97  Sc. 39 Ap. 632, Vicovu de Jos, 759431",0711 852 246,3c:de:f7:56:43:cb,20.46.67.239,RO09KROE6557694860086726,2025-04-04 17:16:32,1842,126,750,1735812,99aea528-9dc0-4f17-8e9c-5993dcf0feeb
Sidonia Dinu,sidoniadinu,sidoniadinu@kappa.ro,5720407112755,2023-06-11,"Soseaua Niță, Savinesti, 435479",0740 108 710,82:72:25:eb:c0:bd,80.127.246.94,RO74GXZZ3765107917984073,2025-04-04 17:16:32,1393,239,76,1475595,4f17dc41-81a9-4736-8bef-0d5748aca4e9
Domnica Preda,domnicapreda,domnicapreda@kappa.ro,4730626302011,1910-02-18,"Bulevardul Preda, Corabia, 472031",0235 693 870,d8:b8:bb:2d:39:6e,1.91.40.210,RO44CWHO4864088141506839,2025-04-04 17:16:32,3878,447,603,999455,8b8b9b51-0364-4ae4-ba8f-feb3779bba55
Draga Dobre,dragadobre,dragadobre@141.ro,7590207462211,1991-07-02,"Strada Tomescu Nr. 860, Gheorgheni, 946200",0733 612 671,a2:3f:4a:37:a8:b8,149.63.102.20,RO12AYTP7827279334313063,2025-04-04 17:16:32,29480,74,290,277375,fdfad7b6-bbef-4b77-8484-613be00a564e
Cristea Stan,cristeastan,cristeastan@email.ro,4471131189695,2018-10-29,"Bulevardul Nemeș Nr. 56, Feldru, 496762",0248 283 393,4a:bf:8a:f1:ec:ea,98.127.252.189,RO94RGAH1179703017837437,2025-04-04 17:16:32,14713,285,215,128055,18452229-2e99-4de6-9555-78d3cb408678
Ioanina Stancu,ioaninastancu,ioaninastancu@gmail.com,4571112168590,1982-12-15,"Intrarea Ionescu, Husi, 234757",0771 924 962,12:36:1b:fb:bd:9b,222.116.127.146,RO06RLVW8209842854369926,2025-04-04 17:16:32,3084,658,688,875915,b1ebf234-2d3d-40bd-a4ed-d14cb4cb5f22
Radu Dinu,radudinu,radudinu@zzup.ro,6610510188527,1929-09-24,"Aleea Voinea Nr. 94 Bl. 19  Sc. 20 Ap. 748, Campulung Moldovenesc, 381585",0260 833 647,ca:03:ca:a4:c5:0b,175.166.163.198,RO29XWGX5432257798665011,2025-04-04 17:16:32,34383,178,22,619727,060cb216-76ac-4f45-bd07-0daeb393dd4b
Minodora Oprea,minodoraoprea,minodoraoprea@kappa.ro,2681104196581,1994-11-01,"Bulevardul Ariadna Toma Nr. 497 Bl. 55  Sc. 16 Ap. 953, Giurgiu, 920609",0232 715 307,da:fc:9c:d2:e9:81,175.202.145.176,RO50ZFOP8509126440189482,2025-04-04 17:16:32,16010,491,687,1785573,9f1f9b23-ad46-444f-a97a-e4583dd71eeb
Natașa Niță,natașaniță,natașaniță@acasa.ro,1310404281872,1925-06-28,"Drumul Codruț Mazilescu Nr. 622, Focsani, 663482",0741 477 464,a4:15:15:17:e2:39,136.73.49.81,RO26HZQB4827757840467443,2025-04-04 17:16:32,25888,133,341,340712,a076481a-01a3-4637-8deb-5543fe87b3d9
Mona Dima,monadima,monadima@post.ro,1930116263227,1963-05-05,"Drumul Stan Nr. 109, Gherla, 282085",0763 300 129,20:93:83:a3:87:7e,54.82.211.112,RO60VGRM4546344650274309,2025-04-04 17:16:32,11674,325,392,45219,7cdd718f-ad3f-4f72-981f-c28912b5aca4
Dumitru Ene,dumitruene,dumitruene@kappa.ro,8811101079308,2011-12-19,"Strada Stan, Uricani, 988464",0750 794 067,a0:9c:30:79:7e:ef,179.108.224.249,RO72FIDS8284093644980299,2025-04-04 17:16:32,11794,319,223,833028,382d059d-e74d-4fc6-b65d-c54963f4535c
Dana Dobre,danadobre,danadobre@post.ro,8570731429526,1960-01-28,"Intrarea Cristobal Tabacu Nr. 447, Targu Neamt, 262513",0252 763 372,58:f9:ae:24:13:57,5.47.240.144,RO47ZKRE0474100798736881,2025-04-04 17:16:32,23008,617,43,822347,8de975ee-3de9-4261-99c8-f545adc3b3b4
Cipriana Niță,cipriananiță,cipriananiță@kappa.ro,8611004351742,1954-06-09,"Aleea Olga Pușcașu Nr. 26, Mizil, 469703",0784 418 922,1a:2d:1e:76:64:39,89.93.17.165,RO66DJBT7886194143474859,2025-04-04 17:16:32,22247,669,212,1198491,26a8e538-001a-40a9-b297-d2a38983f148
Aurora Stancu,aurorastancu,aurorastancu@email.ro,6220603180919,1949-12-23,"Intrarea Nicoleta Diaconescu Nr. 844 Bl. 92  Sc. 36 Ap. 205, Pascani, 950670",0733 536 163,82:4f:3b:12:0d:7b,145.159.128.67,RO42YYZP4765143312515588,2025-04-04 17:16:32,34038,923,719,1123597,804ad49f-67b8-4202-a051-1b7dfe0e2bd0
Augustin Nemeș,augustinnemeș,augustinnemeș@email.ro,5340830310374,1920-04-19,"Bulevardul Antonia Nemeș Nr. 74 Bl. 82  Sc. 14 Ap. 338, Anina, 988111",0728 170 984,e6:96:60:e4:28:65,102.204.151.220,RO48YEAD2248157481227985,2025-04-04 17:16:32,22265,302,170,789251,9a96a6c9-567a-45b8-8747-a9aa01787088
Tania Pușcașu,taniapușcașu,taniapușcașu@141.ro,3251117162107,1931-08-11,"Intrarea Tudor Nr. 251 Bl. 21  Sc. 65 Ap. 364, Petrosani, 688346",0251 526 298,c2:29:ac:9e:ac:95,4.24.12.145,RO86PMLK4899135529699845,2025-04-04 17:16:32,22493,491,444,1355014,8d53ecc2-5464-42e6-b340-08e73fe76114
Amedeu Diaconu,amedeudiaconu,amedeudiaconu@141.ro,4320928355470,1985-02-04,"Intrarea Oprea Nr. 241, Cisnadie, 695658",0747 915 111,48:fd:78:56:67:0a,135.131.0.185,RO92ZBCX2534079559850184,2025-04-04 17:16:32,2201,210,752,159544,a05cec28-e933-4690-af4d-16e5ebd07a16
Alina Diaconescu,alinadiaconescu,alinadiaconescu@gmail.com,1031223174197,1930-11-26,"Intrarea Suciu Nr. 527 Bl. 10  Sc. 36 Ap. 265, Ludus, 681354",0770 527 209,b8:0a:7c:af:a5:1a,69.153.207.164,RO51RIQZ4815836023459406,2025-04-04 17:16:32,3207,272,248,966305,a4696565-dc66-4c7d-a693-c9886526337a
Xenia Mazilescu,xeniamazilescu,xeniamazilescu@email.ro,7170219067895,1979-07-30,"Aleea Axinte Stănescu Nr. 711, Campia Turzii, 445068",0761 751 607,ac:e2:2d:1b:cb:64,9.74.159.140,RO43MIJL5766657603348946,2025-04-04 17:16:32,29928,757,701,108564,6f8099f1-4e7f-420a-811c-9cf1906003a0
Profira Stancu,profirastancu,profirastancu@kappa.ro,2540401135036,1930-03-10,"Drumul Gheorghiu, Gaesti, 394570",0765 093 200,58:28:4c:75:ab:46,222.212.3.222,RO33VHQR6571263640950044,2025-04-04 17:16:32,22922,340,655,267788,dcad86d2-215d-4d6c-a405-b8d0a2160f53
Ileana Dobre,ileanadobre,ileanadobre@post.ro,7791209264127,1950-02-22,"Bulevardul Dima Nr. 336, Reghin, 349437",0231 903 514,ce:bf:ac:0b:f3:8d,94.249.79.74,RO49ACLO7413837800226808,2025-04-04 17:16:32,3278,556,199,1431244,25b7a0c9-ba2b-49eb-8b4c-87acae636e59
Vladimir Stănescu,vladimirstănescu,vladimirstănescu@kappa.ro,7410601235757,2012-07-07,"Aleea Albu Nr. 647, Turnu Magurele, 412332",0247 236 884,54:a6:b6:12:15:66,193.191.173.41,RO89EHSR9112711885111201,2025-04-04 17:16:32,591,348,53,1214467,85f0639e-4826-4d89-b67c-c91b5443017e
Lazăr Dobre,lazărdobre,lazărdobre@gmail.com,4390208396413,1939-02-28,"Soseaua Ligia Toma, Bocsa, 554811",0728 393 465,d2:0f:1e:23:e0:8b,208.2.177.241,RO19IKAB8705319360631972,2025-04-04 17:16:32,422,863,376,507525,8c2479e6-9ddd-4f33-a79e-d098438ee10a
Barbu Ionescu,barbuionescu,barbuionescu@email.ro,6620308138122,1979-03-30,"Strada Rodica Albu Nr. 919, Rasinari, 618466",0769 911 968,32:3e:6c:56:e7:61,117.94.8.104,RO65INFG2541998684106383,2025-04-04 17:16:32,2677,73,787,1292835,23db5df9-81ae-42ab-aca2-7211aca52a99
Theodor Gheorghiu,theodorgheorghiu,theodorgheorghiu@zzup.ro,7250225446391,1913-05-19,"Drumul Basarab Georgescu, Slobozia, 666823",0252 715 554,b2:19:df:a7:bd:0c,174.184.150.190,RO66RYWB7641335290452868,2025-04-04 17:16:32,19952,380,758,827287,17e05655-3bf6-4089-aa19-fe4b113662f6
Avram Dumitrescu,avramdumitrescu,avramdumitrescu@kappa.ro,1380416296746,2023-08-04,"Drumul Nemeș Nr. 667, Valenii de Munte, 793011",0723 324 652,0a:d3:fb:e1:f9:50,29.212.105.215,RO90WJYS2901852461440969,2025-04-04 17:16:32,10418,169,384,234955,c111b00f-f906-48e7-8287-12e6e6aced74
Petru Pop,petrupop,petrupop@zzup.ro,1540729247991,1996-10-30,"Bulevardul Melina Dobre Nr. 78, Sadova, 477787",0242 289 573,cc:8b:c7:5c:ac:30,174.215.146.220,RO41LIGQ9319701978071714,2025-04-04 17:16:32,33947,704,472,71411,1f5c08f7-8e7b-4551-8ba2-08f59018b045
Andrian Dinu,andriandinu,andriandinu@gmail.com,6560610069720,1928-05-03,"Drumul Tabacu Nr. 33 Bl. 35  Sc. 58 Ap. 900, Harlau, 474816",0253 593 457,cc:29:56:c9:73:1b,207.189.59.175,RO86GYVK2077123315366216,2025-04-04 17:16:32,717,349,14,1205889,14a88d00-273f-487e-a613-9931ab35795a
Bogdana Georgescu,bogdanageorgescu,bogdanageorgescu@kappa.ro,8660829261730,1999-06-25,"Aleea Stancu Nr. 819, Rovinari, 467614",0752 790 007,ac:9d:34:45:70:d3,188.253.245.85,RO14ZYOB6561143330984893,2025-04-04 17:16:32,23935,737,133,1101529,76893c3a-2f85-4312-bf0b-8e538b3498e7
Leordean Florea,leordeanflorea,leordeanflorea@kappa.ro,4060707329321,1921-10-03,"Strada Simina Dinu, Brasov, 279685",0734 076 562,02:5f:7e:2c:e8:a9,175.65.65.95,RO95VOSJ5877254408661660,2025-04-04 17:16:32,4426,847,685,1286530,787fa733-057b-41a8-b456-abba38893c61
Simona Niță,simonaniță,simonaniță@141.ro,6890919241869,1921-04-01,"Drumul Sergiu Ene Nr. 634, Schela Cladovei, 302270",0747 278 424,ae:49:c4:f0:25:13,216.164.191.22,RO70FJFP6044842447922937,2025-04-04 17:16:32,5031,590,77,927080,b7d5b09a-b4d5-47e3-bd9b-0965ed83ff6a
Zenobia Tomescu,zenobiatomescu,zenobiatomescu@zzup.ro,1020511468871,1989-06-17,"Drumul Pop Nr. 29, Bocsa, 971696",0233 918 872,46:78:98:04:52:5f,80.193.147.31,RO04MGEB4809306101345433,2025-04-04 17:16:32,25053,178,780,334237,a84581df-9b99-4353-a85c-37af48ac753f
Panagachie Tabacu,panagachietabacu,panagachietabacu@acasa.ro,5891005392781,1995-12-25,"Intrarea Tomescu Nr. 288 Bl. 47  Sc. 40 Ap. 809, Arad, 221340",0762 516 609,2a:75:c5:cb:43:ba,134.46.191.20,RO96SYAD5547751642950640,2025-04-04 17:16:32,28366,126,532,777563,7a1a2ca6-35b4-4612-9754-e4a7fbf2f122
Delia Suciu,deliasuciu,deliasuciu@acasa.ro,4520906310794,1959-02-10,"Intrarea Tudor, Sinaia, 480899",0262 439 317,f8:4f:46:14:d7:43,216.175.159.225,RO29OBSR3562934847335786,2025-04-04 17:16:32,24310,577,539,746922,538b7cbf-f26e-44f9-8a5d-3ab35bb5cdf6
Petru Popescu,petrupopescu,petrupopescu@141.ro,3600830119235,1952-02-01,"Drumul Ene Nr. 710, Barbulesti, 321555",0765 197 127,d8:96:5f:3d:19:9b,180.43.49.255,RO16UDUA0567323242893417,2025-04-04 17:16:32,18278,763,161,971545,3c5980bd-762c-49c4-b2db-9ddc11e6e971
Ramona Ene,ramonaene,ramonaene@gmail.com,2981226273421,1996-08-19,"Drumul Stan, Sighetu Marmatiei, 354521",0251 268 894,68:0e:20:54:12:12,207.248.161.209,RO31JQEK4362846599303917,2025-04-04 17:16:32,35731,754,414,1562893,8ddb9054-10e7-40da-87d4-c41b8036b9cc
Vasilică Cristea,vasilicăcristea,vasilicăcristea@zzup.ro,2880714016491,1927-07-01,"Aleea Diaconu Nr. 419 Bl. 98  Sc. 14 Ap. 786, Strehaia, 620652",0243 119 756,16:6a:af:eb:5f:a7,218.209.148.234,RO75JXJB7262810408877446,2025-04-04 17:16:32,32942,424,461,426905,bfff4d6b-fee2-4d29-b065-5ea22d644a42
Roza Marin,rozamarin,rozamarin@141.ro,8330618031175,1955-12-12,"Aleea Nistor Nr. 82 Bl. 90  Sc. 95 Ap. 937, Ocna Mures, 948391",0739 445 417,aa:04:2d:a6:95:c0,25.141.52.217,RO80QCLF1541765349069615,2025-04-04 17:16:32,28670,359,507,1110654,0d2c46b4-e774-4f62-982f-df0aeb072121
Vicențiu Toma,vicențiutoma,vicențiutoma@post.ro,3001029461487,1988-10-12,"Drumul Mocanu Nr. 427, Targu Secuiesc, 631246",0711 164 060,5c:88:be:66:81:af,223.236.195.194,RO29FNVK6192753269931625,2025-04-04 17:16:32,14822,699,125,231142,ce94e273-7b53-4e58-a2f0-d2afca8d208e
Virginia Mazilescu,virginiamazilescu,virginiamazilescu@email.ro,1850916054029,1979-02-26,"Intrarea Evelina Manole Nr. 995 Bl. 86  Sc. 71 Ap. 396, Voluntari, 670702",0264 603 699,d8:92:4f:08:a9:b5,165.172.109.167,RO49LSHF3855883694876509,2025-04-04 17:16:32,25568,748,234,1095160,847aa35f-5da2-4f77-bd43-9ab74210494e
Dalia Tomescu,daliatomescu,daliatomescu@acasa.ro,2401012210585,1933-06-20,"Soseaua Voinea Nr. 48 Bl. 90  Sc. 35 Ap. 356, Calafat, 477596",0739 488 213,c6:e0:ee:9b:be:42,45.173.145.91,RO43PWBW5281061359878646,2025-04-04 17:16:32,26968,950,441,729719,7b3d3e84-3640-43aa-b3fe-9c118e8cd295
Amedeu Popa,amedeupopa,amedeupopa@email.ro,7641207217617,1946-10-16,"Strada Ioniță, Corabia, 481554",0760 530 370,c6:9e:2e:ae:13:1f,138.242.52.186,RO82OXBE4029445717459498,2025-04-04 17:16:32,6810,483,240,1380236,0f3d89ef-ade3-4950-ae2e-04429ff3ce14
Mihaela Pop,mihaelapop,mihaelapop@141.ro,6390226142241,1967-10-03,"Bulevardul Georgescu Nr. 93 Bl. 72  Sc. 31 Ap. 791, Fieni, 411314",0788 736 154,d6:d5:5b:ab:e3:88,141.217.8.171,RO45VMGK2900099443748793,2025-04-04 17:16:32,23741,82,155,807622,7f74758e-408c-48dd-97fc-6a678c38133b
Olimpian Stoica,olimpianstoica,olimpianstoica@zzup.ro,7041212325838,1946-01-24,"Aleea Nistor Nr. 75, Copsa Mica, 481338",0745 289 574,96:5b:1f:1b:cb:48,175.194.158.31,RO31COYD7311001212198501,2025-04-04 17:16:32,17665,32,657,1467320,7b5877c9-e5d9-4e70-a95f-581cb1013e3e
Nadia Stoica,nadiastoica,nadiastoica@gmail.com,1010619389641,2005-01-14,"Bulevardul Tabacu Nr. 47, Dorohoi, 519280",0260 614 703,7a:79:36:88:1f:a4,162.12.85.168,RO90FFZH9417558866681050,2025-04-04 17:16:32,19620,531,207,604587,17002883-8741-4990-be9c-f9a98f03c98b
Leontina Ene,leontinaene,leontinaene@zzup.ro,5941128305384,1983-07-02,"Soseaua Eftimie, Peris, 669188",0757 328 942,f8:01:45:f7:ed:fc,23.194.208.97,RO94WEPT5604734470221380,2025-04-04 17:16:32,10965,410,169,377205,4c4ca7b3-a17e-4c0f-a031-985849533b12
Paraschiva Stănescu,paraschivastănescu,paraschivastănescu@acasa.ro,2870215228170,1960-05-01,"Bulevardul Dochioiu Nr. 53 Bl. 36  Sc. 79 Ap. 882, Targoviste, 483999",0234 907 393,ee:67:a9:41:c8:f4,44.203.111.41,RO62BNSE1628811580140801,2025-04-04 17:16:32,9120,351,617,1007097,6c2d2442-8a46-4a55-9f0f-b7e602c40264
Amedeu Manole,amedeumanole,amedeumanole@email.ro,7430716286721,1965-01-15,"Aleea Geanina Popescu, Fundulea, 167084",0259 540 643,a8:71:e1:92:cd:70,197.6.44.109,RO71FGSU5104492357741859,2025-04-04 17:16:32,22250,849,17,730203,07343f34-d915-453d-b2da-41937a6be1b9
Ligia Dochioiu,ligiadochioiu,ligiadochioiu@kappa.ro,1400804442738,1994-01-26,"Aleea Vasile Gheorghiu, Adjud, 325938",0772 345 076,c8:da:9c:79:fc:9f,214.225.53.0,RO15KMPP1962033917415661,2025-04-04 17:16:32,17321,147,335,344506,8ac5611a-5781-4848-879e-724db1be5ae5
Florentin Mazilescu,florentinmazilescu,florentinmazilescu@141.ro,5141024199341,1941-02-11,"Bulevardul Cipriana Toma, Campina, 541035",0762 470 628,e8:d1:3f:d0:a8:31,45.21.233.14,RO10FGGS9531725382518470,2025-04-04 17:16:32,26362,138,272,238624,3469d307-68fb-4b31-af62-eaa24bc2fbc6
Geta Eftimie,getaeftimie,getaeftimie@zzup.ro,1250230084582,2001-08-03,"Aleea Gelu Oprea, Poienile de sub Munte, 866299",0258 355 207,dc:35:1f:2b:e8:00,76.2.232.192,RO84BSDB2673427662443436,2025-04-04 17:16:32,370,886,435,1022222,f7f243c1-4a25-4d86-8dce-ee357338a76e
Daniela Cristea,danielacristea,danielacristea@gmail.com,8330129040517,1935-01-23,"Aleea Pop Nr. 13 Bl. 31  Sc. 42 Ap. 882, Ovidiu, 829128",0262 536 453,88:dd:69:b5:13:9a,185.133.17.109,RO62BTSX5640188727796303,2025-04-04 17:16:32,35030,982,664,241750,01cd0061-c9b6-44fb-86a5-65f3418965de
Sofia Georgescu,sofiageorgescu,sofiageorgescu@gmail.com,6260317358425,1976-08-30,"Intrarea Stan, Targu Neamt, 708496",0768 252 399,82:82:43:55:de:6f,157.30.111.66,RO78XIYY2621936000967688,2025-04-04 17:16:32,5345,729,668,236015,7ba5598a-9f34-4c96-8b66-fe7ca795bc9a
Fiodor Tabacu,fiodortabacu,fiodortabacu@141.ro,3730718164101,1928-06-20,"Soseaua Toma Nr. 96, Cajvana, 190767",0264 019 381,90:29:2f:72:25:5d,133.154.3.178,RO82GEUQ2212130497798465,2025-04-04 17:16:32,18014,565,577,1022647,53da10e6-1cff-46bb-a061-c361024351c3
Vicențiu Dobre,vicențiudobre,vicențiudobre@post.ro,2881116177582,1966-05-23,"Strada Gheorghiu Nr. 326, Pitesti, 562000",0267 134 890,8c:88:59:fe:8d:6b,101.226.137.52,RO64VYTL1122624531482417,2025-04-04 17:16:32,22534,997,641,300800,852dc4ac-ae23-46be-9c8c-3f40cc1bd787
Alis Ababei,alisababei,alisababei@kappa.ro,8911214286329,1935-12-19,"Aleea Pușcașu Nr. 53, Pechea, 727687",0238 134 904,b6:0c:c8:98:09:0c,18.21.56.81,RO38CBVS6389088837637760,2025-04-04 17:16:32,6940,227,710,166255,c55fb8d6-4a8e-43cd-840c-200d5a4594d0
Claudiu Dobre,claudiudobre,claudiudobre@post.ro,6320514262518,1964-12-23,"Bulevardul Jana Niță Nr. 45 Bl. 56  Sc. 64 Ap. 389, Feldru, 716042",021 037 1925,88:57:4c:1f:ca:1f,165.121.44.85,RO25MJEU6821557825253776,2025-04-04 17:16:32,23971,782,485,315952,5f1c3b1d-d169-4f82-8963-c847ecb4d474
